Gender,Education Level,Marital Status,Income,Credit Score,Employment Status,Debt-to-Income Ratio,Risk Rating
Non-binary,Master's,Widowed,103984,611,Unemployed,0.591137633,Low
Non-binary,PhD,Widowed,41966,618,Unemployed,0.27213229,Low
Non-binary,High School,Divorced,24435,696,Unemployed,0.374582186,Low
Non-binary,High School,Married,27131,605,Employed,0.492692486,High
Female,Bachelor's,Married,105924,738,Unemployed,0.208205649,Low
Female,High School,Widowed,63130,705,Employed,0.193760999,Low
Non-binary,Master's,Single,63809,,Self-employed,0.579156717,High
Male,Bachelor's,Married,52959,790,Employed,0.395187161,Low
Male,Master's,Widowed,49367,772,Employed,0.461116857,High
Non-binary,PhD,Single,,749,Unemployed,0.154222963,High
Male,Bachelor's,Married,,759,Unemployed,0.101661445,Low
Male,Master's,Widowed,80200,796,Employed,0.280799725,Low
Non-binary,PhD,Divorced,,,Employed,0.13452813,Low
Non-binary,High School,Married,119576,755,Employed,0.135680818,High
Male,Bachelor's,Single,107988,761,Self-employed,0.115234753,Low
Male,Bachelor's,Single,82457,626,Unemployed,0.182391583,Low
Male,Bachelor's,Single,60566,634,Self-employed,0.239062464,High
Female,Bachelor's,Single,22919,662,Employed,0.259245786,Low
Male,Bachelor's,Single,70603,,Self-employed,0.135443113,High
Non-binary,Bachelor's,Widowed,24799,692,Self-employed,0.213848632,Low
Female,Master's,Divorced,107278,621,Self-employed,0.194809618,Low
Male,Master's,Married,78397,770,Employed,0.309220756,Low
Non-binary,Master's,Single,,,Unemployed,0.17846073,High
Female,PhD,Single,89529,636,Self-employed,0.278411856,High
Non-binary,High School,Single,20863,,Employed,0.276733514,Low
Non-binary,PhD,Divorced,75268,,Employed,0.278030432,Low
Male,PhD,Married,80378,639,Employed,0.124848541,High
Male,Master's,Single,39796,652,Unemployed,0.339273344,Low
Male,Bachelor's,Widowed,115637,759,Unemployed,0.460293038,High
Male,High School,Single,,640,Unemployed,0.163980298,High
Non-binary,Master's,Married,38910,777,Unemployed,0.307022193,Low
Non-binary,Master's,Divorced,,754,Unemployed,0.239823308,High
Female,PhD,Widowed,94279,,Self-employed,0.202377357,High
Male,Master's,Single,113260,655,Employed,0.501227298,Low
Female,PhD,Divorced,33898,601,Unemployed,0.113083915,High
Male,PhD,Divorced,52919,699,Employed,0.523999475,High
Female,High School,Divorced,117098,733,Employed,0.509798465,High
Male,High School,Widowed,83303,712,Unemployed,0.41075184,Low
Male,Bachelor's,Single,21238,731,Employed,0.515971995,Low
Female,High School,Divorced,,694,Unemployed,0.257389645,High
Female,High School,Single,109624,771,Self-employed,0.152826692,High
Male,Bachelor's,Divorced,48223,606,Employed,0.350578947,Low
Female,Master's,Widowed,100821,608,Unemployed,0.186020749,Low
Non-binary,PhD,Married,71726,658,Unemployed,0.554995048,Low
Non-binary,PhD,Divorced,111760,707,Employed,0.126646749,High
Female,PhD,Divorced,81572,,Self-employed,0.145390043,Low
Non-binary,Master's,Widowed,65537,713,Self-employed,0.134150202,Low
Non-binary,Master's,Single,73942,620,Unemployed,0.275224834,Low
Female,Master's,Married,100123,603,Unemployed,0.234113208,Low
Male,High School,Married,107171,763,Self-employed,0.502590674,Low
Male,PhD,Married,36756,646,Employed,0.244589366,Low
Male,PhD,Divorced,43600,,Unemployed,0.473770806,High
Female,Master's,Divorced,33286,628,Unemployed,0.593963842,Low
Non-binary,PhD,Single,106940,721,Self-employed,0.468084508,Low
Female,PhD,Married,36150,614,Unemployed,0.383432349,High
Male,Master's,Widowed,22751,776,Employed,0.18131963,High
Female,PhD,Widowed,,675,Unemployed,0.275595032,Low
Male,PhD,Single,114897,724,Employed,0.100727342,Low
Male,Master's,Married,102176,604,Employed,0.468058725,High
Non-binary,PhD,Single,94676,709,Unemployed,0.37040874,Low
Female,High School,Married,96230,730,Self-employed,0.298507266,High
Non-binary,Master's,Married,83474,779,Unemployed,0.250502633,Low
Female,Bachelor's,Divorced,74334,790,Self-employed,0.338977162,High
Male,PhD,Widowed,30596,,Self-employed,0.304205209,Low
Non-binary,Master's,Single,91942,,Unemployed,0.278952239,Low
Male,Bachelor's,Widowed,108444,662,Unemployed,0.142010326,Low
Female,Bachelor's,Single,110341,707,Unemployed,0.487182226,High
Female,High School,Single,,,Unemployed,0.240110329,High
Female,High School,Married,72563,756,Employed,0.45234732,High
Non-binary,Master's,Married,,614,Self-employed,0.587479711,Low
Female,Master's,Single,,655,Self-employed,0.26100839,High
Female,High School,Widowed,109049,705,Employed,0.406229335,High
Female,Master's,Divorced,72105,654,Self-employed,0.457952856,Low
Male,Bachelor's,Widowed,117552,669,Unemployed,0.392459515,Low
Non-binary,PhD,Married,98950,678,Employed,0.541456383,Low
Male,PhD,Divorced,42787,613,Unemployed,0.418718368,Low
Female,PhD,Married,,749,Self-employed,0.32619568,Low
Non-binary,Bachelor's,Single,78609,781,Unemployed,0.26252993,Low
Female,Master's,Widowed,97332,716,Self-employed,0.408872951,Low
Non-binary,PhD,Married,30977,628,Self-employed,0.417672312,Low
Non-binary,Bachelor's,Divorced,23194,644,Unemployed,0.318496764,Low
Non-binary,High School,Single,69630,,Employed,0.493440078,High
Non-binary,PhD,Divorced,112776,,Employed,0.485846405,Low
Female,Master's,Single,110139,747,Employed,0.132462359,High
Male,PhD,Married,,785,Unemployed,0.287946048,Low
Female,PhD,Divorced,87158,761,Unemployed,0.25920364,Low
Non-binary,High School,Single,79439,748,Self-employed,0.405970824,High
Non-binary,High School,Single,58624,,Employed,0.497709416,High
Female,Master's,Married,49672,635,Employed,0.338355707,Low
Male,Master's,Divorced,109082,665,Unemployed,0.160460187,Low
Female,Master's,Married,25591,792,Unemployed,0.457485742,High
Female,Bachelor's,Divorced,105662,730,Unemployed,0.547985285,High
Male,Bachelor's,Single,111118,654,Unemployed,0.481644749,Low
Non-binary,High School,Divorced,86231,677,Self-employed,0.524104208,High
Male,PhD,Married,27014,780,Unemployed,0.218801819,Low
Non-binary,PhD,Divorced,96151,608,Self-employed,0.308626933,Low
Male,PhD,Widowed,,780,Self-employed,0.474783032,High
Non-binary,High School,Married,117379,,Self-employed,0.148913475,Low
Non-binary,PhD,Single,84042,792,Employed,0.260954008,High
Male,Bachelor's,Married,100221,660,Employed,0.51030847,Low
Male,High School,Widowed,32291,776,Self-employed,0.398336078,High
Female,High School,Single,48214,610,Unemployed,0.491875785,Low
Non-binary,High School,Married,46269,616,Self-employed,0.104931918,Low
Female,Master's,Single,67259,652,Unemployed,0.354087841,Low
Female,Master's,Widowed,44667,796,Self-employed,0.517714268,Low
Non-binary,PhD,Widowed,103748,704,Self-employed,0.274006835,High
Male,Bachelor's,Divorced,26668,783,Unemployed,0.315258984,Low
Non-binary,PhD,Widowed,96031,652,Unemployed,0.180041914,High
Male,PhD,Single,66898,,Unemployed,0.197093656,High
Non-binary,PhD,Divorced,76478,781,Unemployed,0.396464627,High
Non-binary,Bachelor's,Widowed,60205,783,Employed,0.133613976,High
Non-binary,Master's,Married,98157,793,Employed,0.258087852,Low
Male,PhD,Divorced,41725,777,Unemployed,0.329581987,Low
Male,Master's,Single,117813,615,Unemployed,0.266667636,Low
Female,High School,Widowed,37441,642,Self-employed,0.245534298,Low
Non-binary,PhD,Widowed,99874,779,Self-employed,0.504374118,High
Male,Master's,Single,,613,Employed,0.154276748,Low
Female,PhD,Widowed,47115,689,Unemployed,0.291214987,Low
Female,Bachelor's,Married,63815,663,Unemployed,0.411987962,Low
Non-binary,PhD,Widowed,28117,777,Employed,0.206550207,High
Non-binary,High School,Divorced,96844,639,Unemployed,0.149014858,High
Female,High School,Married,30346,624,Employed,0.415887196,Low
Female,Bachelor's,Single,61482,,Employed,0.479937667,High
Female,Bachelor's,Single,,710,Self-employed,0.290587586,Low
Male,PhD,Married,49055,786,Employed,0.23913224,High
Female,PhD,Married,,759,Employed,0.512716566,High
Male,PhD,Single,,761,Self-employed,0.495705236,Low
Male,PhD,Married,33487,719,Unemployed,0.342388175,Low
Non-binary,PhD,Single,,780,Unemployed,0.466096322,High
Non-binary,High School,Widowed,44832,786,Employed,0.116037447,Low
Female,High School,Widowed,,628,Self-employed,0.447150834,High
Female,PhD,Divorced,85984,742,Unemployed,0.274405449,Low
Non-binary,PhD,Single,32985,794,Employed,0.247962581,Low
Non-binary,Master's,Single,109074,644,Employed,0.358411596,High
Male,High School,Divorced,24321,789,Employed,0.460094868,Low
Male,Bachelor's,Divorced,109792,763,Self-employed,0.231447922,High
Non-binary,Bachelor's,Married,22291,702,Unemployed,0.450341044,Low
Non-binary,Master's,Widowed,112097,711,Employed,0.596192141,High
Female,High School,Widowed,116604,,Employed,0.567599009,High
Non-binary,High School,Married,61983,,Employed,0.232663683,Low
Non-binary,PhD,Divorced,115384,654,Self-employed,0.19980165,Low
Female,Bachelor's,Widowed,87951,681,Self-employed,0.281643363,Low
Female,Bachelor's,Divorced,37412,721,Employed,0.506643451,Low
Male,Master's,Married,32803,,Employed,0.33887111,High
Female,High School,Divorced,62837,728,Unemployed,0.119691062,Low
Female,Bachelor's,Married,47563,,Self-employed,0.24671567,Low
Male,High School,Single,56992,694,Employed,0.452457034,Low
Non-binary,High School,Single,104008,679,Employed,0.231336187,High
Male,Master's,Divorced,,762,Unemployed,0.130620223,Low
Male,PhD,Married,90270,636,Self-employed,0.31211085,High
Female,PhD,Divorced,42564,694,Employed,0.241589861,Low
Female,High School,Single,72927,,Employed,0.467205515,Low
Female,PhD,Divorced,55515,717,Unemployed,0.48665126,High
Non-binary,PhD,Divorced,71473,765,Employed,0.290911627,Low
Non-binary,Bachelor's,Widowed,,,Self-employed,0.469009412,High
Female,High School,Divorced,115018,789,Employed,0.477100764,Low
Male,PhD,Divorced,,732,Unemployed,0.309273334,Low
Non-binary,PhD,Single,,609,Self-employed,0.160306687,High
Non-binary,PhD,Married,108644,766,Self-employed,0.488016351,Low
Non-binary,Master's,Single,29449,683,Employed,0.355815,Low
Non-binary,Bachelor's,Single,57078,600,Self-employed,0.433311723,Low
Female,Bachelor's,Divorced,23837,692,Employed,0.542403857,High
Female,High School,Married,25136,771,Employed,0.206722124,High
Male,Bachelor's,Married,65097,695,Employed,0.21071361,Low
Male,PhD,Divorced,67907,732,Employed,0.147506978,High
Non-binary,PhD,Divorced,,,Employed,0.570523425,Low
Female,Master's,Widowed,38405,679,Employed,0.314140637,Low
Non-binary,High School,Married,75149,733,Self-employed,0.378517619,High
Non-binary,Bachelor's,Divorced,62044,,Self-employed,0.368345082,High
Female,High School,Single,50875,636,Employed,0.539824659,Low
Male,PhD,Divorced,60397,628,Unemployed,0.420631445,High
Female,High School,Widowed,30886,,Unemployed,0.488030125,Low
Female,High School,Divorced,,630,Employed,0.582281422,Low
Non-binary,Bachelor's,Widowed,72181,665,Employed,0.316120391,Low
Female,PhD,Single,44838,656,Unemployed,0.127790994,High
Non-binary,Bachelor's,Married,113075,,Self-employed,0.59526817,High
Female,PhD,Divorced,71003,737,Self-employed,0.436631428,Low
Non-binary,High School,Single,111288,798,Self-employed,0.397157302,Low
Male,Master's,Widowed,39396,666,Unemployed,0.365633578,Low
Female,PhD,Single,27699,656,Employed,0.446710836,Low
Male,PhD,Single,77429,759,Employed,0.599780541,Low
Male,PhD,Widowed,109680,797,Self-employed,0.316092942,High
Female,Master's,Divorced,117288,794,Employed,0.314001719,Low
Female,High School,Married,28660,654,Employed,0.192484297,Low
Female,High School,Single,111564,687,Unemployed,0.579206891,Low
Male,Master's,Divorced,,727,Self-employed,0.155568322,High
Male,High School,Divorced,29319,676,Employed,0.126670385,High
Non-binary,PhD,Single,,623,Employed,0.44148173,High
Female,Master's,Widowed,39779,697,Self-employed,0.133090077,High
Male,High School,Divorced,116204,601,Employed,0.361680715,Low
Non-binary,Bachelor's,Divorced,57672,780,Self-employed,0.414935758,Low
Male,Master's,Married,91441,798,Self-employed,0.269128638,High
Male,PhD,Married,,707,Self-employed,0.274881357,High
Non-binary,Bachelor's,Married,45094,,Unemployed,0.559709003,High
Male,Master's,Widowed,66454,789,Unemployed,0.30763609,Low
Female,Bachelor's,Widowed,39734,641,Unemployed,0.395627956,High
Non-binary,Bachelor's,Divorced,40150,629,Unemployed,0.393472778,High
Female,High School,Divorced,111614,778,Unemployed,0.411062284,Low
Non-binary,Bachelor's,Divorced,95019,736,Employed,0.289618278,Low
Female,PhD,Single,,612,Employed,0.325012264,Low
Male,Master's,Widowed,40860,642,Self-employed,0.254516071,Low
Female,PhD,Married,77966,695,Employed,0.410866531,Low
Female,PhD,Widowed,55584,691,Employed,0.371420382,Low
Male,Bachelor's,Married,81850,711,Employed,0.379794849,High
Non-binary,Master's,Married,,,Employed,0.31621691,High
Male,Bachelor's,Married,25900,648,Employed,0.43183503,Low
Non-binary,Bachelor's,Widowed,46467,659,Employed,0.166865122,Low
Non-binary,Master's,Single,93851,667,Self-employed,0.395293868,Low
Male,High School,Single,114584,,Employed,0.25198672,Low
Non-binary,Master's,Widowed,,609,Employed,0.58419416,Low
Female,Master's,Single,94292,684,Employed,0.228723523,Low
Female,High School,Divorced,46485,714,Self-employed,0.217857483,Low
Non-binary,Master's,Divorced,57822,714,Employed,0.294871882,Low
Female,High School,Single,76878,689,Self-employed,0.546073175,Low
Male,Bachelor's,Divorced,63578,681,Employed,0.101710802,Low
Non-binary,Master's,Divorced,33305,,Unemployed,0.596621608,Low
Female,High School,Married,118329,661,Unemployed,0.321535116,Low
Non-binary,Bachelor's,Divorced,75059,712,Unemployed,0.303833546,Low
Female,Master's,Divorced,77487,716,Self-employed,0.240641568,High
Female,PhD,Single,75900,651,Self-employed,0.264301345,High
Male,Master's,Widowed,27312,777,Self-employed,0.216173485,Low
Non-binary,High School,Divorced,78765,657,Unemployed,0.511078543,Low
Male,Bachelor's,Married,28078,646,Self-employed,0.213329664,Low
Non-binary,High School,Single,76210,710,Self-employed,0.559238616,Low
Male,High School,Single,,616,Unemployed,0.153614822,High
Non-binary,Bachelor's,Single,,705,Employed,0.364041195,Low
Female,High School,Divorced,41169,724,Self-employed,0.44328749,High
Male,PhD,Single,26503,645,Unemployed,0.56013067,High
Male,PhD,Widowed,62139,646,Self-employed,0.157969835,Low
Female,Bachelor's,Divorced,85883,754,Self-employed,0.39802659,Low
Female,Master's,Divorced,60875,791,Self-employed,0.409812893,High
Male,PhD,Divorced,,,Employed,0.320351465,Low
Male,PhD,Single,24858,763,Unemployed,0.507676067,Low
Non-binary,Bachelor's,Widowed,26858,783,Self-employed,0.339070055,Low
Female,Bachelor's,Single,58345,732,Self-employed,0.44903451,Low
Female,High School,Widowed,107986,777,Employed,0.450801859,High
Female,Bachelor's,Married,,726,Unemployed,0.16329504,Low
Non-binary,Bachelor's,Married,56232,616,Employed,0.503807938,High
Female,High School,Divorced,33427,614,Employed,0.591268693,High
Male,PhD,Married,47106,679,Self-employed,0.232260637,Low
Female,PhD,Widowed,,764,Employed,0.492592764,High
Male,High School,Divorced,47881,680,Unemployed,0.184763184,Low
Male,Bachelor's,Married,27377,764,Employed,0.541219387,Low
Female,High School,Single,85252,642,Employed,0.463708396,Low
Non-binary,PhD,Single,112969,611,Unemployed,0.360665804,Low
Male,Master's,Married,111228,709,Self-employed,0.399768706,Low
Female,Master's,Divorced,,694,Unemployed,0.521967081,Low
Male,High School,Divorced,,,Unemployed,0.492498448,Low
Male,Bachelor's,Married,107091,795,Self-employed,0.308272862,Low
Male,PhD,Single,,617,Employed,0.104084501,Low
Male,Master's,Widowed,42601,676,Employed,0.51464156,High
Female,Bachelor's,Married,47410,673,Self-employed,0.306834265,Low
Male,Bachelor's,Single,,780,Self-employed,0.255719034,Low
Female,Bachelor's,Single,,,Employed,0.379303319,High
Female,Master's,Widowed,116032,738,Employed,0.193598972,Low
Non-binary,High School,Widowed,97395,734,Unemployed,0.57080097,Low
Male,Master's,Widowed,117425,678,Unemployed,0.159909172,Low
Non-binary,Master's,Divorced,34570,763,Self-employed,0.145320788,High
Female,Master's,Single,98766,750,Unemployed,0.383156516,Low
Female,High School,Widowed,107581,666,Employed,0.100975857,High
Male,High School,Divorced,45046,781,Self-employed,0.131550061,Low
Male,PhD,Divorced,81491,760,Employed,0.266765242,High
Female,Master's,Divorced,89285,678,Employed,0.194536861,Low
Non-binary,Master's,Single,118917,605,Employed,0.132415613,Low
Female,Master's,Single,45345,612,Unemployed,0.543325873,Low
Non-binary,Master's,Divorced,98755,714,Self-employed,0.507224218,High
Female,Master's,Single,51478,768,Unemployed,0.210161787,Low
Male,Master's,Divorced,32976,737,Employed,0.212593344,High
Female,Master's,Married,115777,672,Self-employed,0.447207022,Low
Female,Master's,Single,89205,677,Unemployed,0.290029907,Low
Non-binary,Bachelor's,Divorced,86686,745,Unemployed,0.41998485,Low
Non-binary,PhD,Divorced,81262,626,Unemployed,0.334860124,High
Female,PhD,Widowed,34877,752,Employed,0.213047287,Low
Non-binary,PhD,Married,71150,750,Employed,0.388935881,Low
Female,PhD,Married,74781,,Self-employed,0.373399761,Low
Non-binary,High School,Widowed,,601,Employed,0.168884668,High
Female,Bachelor's,Married,63374,616,Employed,0.476491116,High
Non-binary,High School,Divorced,105411,785,Unemployed,0.500362048,Low
Female,Bachelor's,Single,,746,Unemployed,0.377089366,Low
Male,High School,Married,65874,661,Self-employed,0.475410568,Low
Non-binary,Master's,Widowed,75406,,Self-employed,0.341562829,Low
Non-binary,Master's,Widowed,43659,639,Employed,0.517863619,Low
Non-binary,Bachelor's,Single,,659,Unemployed,0.233870348,Low
Female,High School,Single,80750,753,Self-employed,0.326085409,Low
Non-binary,Bachelor's,Single,68402,,Employed,0.345635701,Low
Male,Bachelor's,Single,22016,724,Self-employed,0.346221091,Low
Male,Bachelor's,Widowed,107748,681,Self-employed,0.381807157,Low
Non-binary,High School,Divorced,65344,724,Employed,0.180532257,Low
Male,Bachelor's,Widowed,34012,643,Unemployed,0.582709773,Low
Male,Master's,Divorced,22263,717,Unemployed,0.247817729,Low
Male,Master's,Single,63774,790,Unemployed,0.474315905,Low
Male,Bachelor's,Married,,703,Employed,0.11912785,High
Non-binary,PhD,Married,31290,723,Employed,0.238324697,High
Non-binary,Bachelor's,Divorced,111803,660,Self-employed,0.439800282,Low
Male,Master's,Single,,,Employed,0.56373423,Low
Male,Bachelor's,Single,118530,677,Self-employed,0.36925584,Low
Male,High School,Married,118550,753,Employed,0.17219268,High
Female,Master's,Widowed,,758,Employed,0.284311513,Low
Female,High School,Divorced,21528,602,Unemployed,0.32226282,Low
Non-binary,High School,Single,24597,706,Employed,0.560671636,Low
Female,Bachelor's,Single,78769,696,Self-employed,0.385595487,High
Non-binary,Master's,Single,80664,,Employed,0.553232107,Low
Male,Bachelor's,Widowed,115758,716,Self-employed,0.525564212,Low
Non-binary,Master's,Divorced,,745,Unemployed,0.556636597,Low
Male,High School,Single,39674,,Self-employed,0.215312468,Low
Non-binary,Bachelor's,Widowed,72243,615,Unemployed,0.167102345,Low
Female,High School,Married,51645,,Self-employed,0.163167105,Low
Non-binary,Bachelor's,Single,54980,601,Self-employed,0.366768102,Low
Female,PhD,Single,108921,667,Self-employed,0.351127049,Low
Non-binary,Master's,Divorced,59560,729,Employed,0.144548141,Low
Non-binary,Bachelor's,Single,74820,729,Self-employed,0.198040692,Low
Male,Master's,Single,,617,Employed,0.354518656,Low
Non-binary,Master's,Single,28988,703,Employed,0.286619979,Low
Non-binary,Master's,Divorced,27045,637,Self-employed,0.543124915,High
Female,Master's,Single,70281,641,Self-employed,0.212137844,Low
Non-binary,High School,Married,,633,Self-employed,0.481776471,Low
Non-binary,Bachelor's,Widowed,48554,714,Employed,0.142873447,High
Male,Master's,Divorced,36417,617,Unemployed,0.569463351,Low
Female,High School,Married,45651,772,Self-employed,0.328010095,High
Male,Master's,Widowed,89503,,Self-employed,0.459234242,High
Non-binary,High School,Divorced,113676,647,Employed,0.284045704,Low
Female,Master's,Divorced,98591,784,Employed,0.141842932,Low
Female,Master's,Single,47397,679,Employed,0.410885957,Low
Non-binary,PhD,Divorced,100631,692,Unemployed,0.502691601,Low
Female,High School,Single,29859,749,Self-employed,0.422574778,Low
Non-binary,High School,Widowed,41683,705,Employed,0.29165033,Low
Non-binary,Bachelor's,Divorced,83545,790,Unemployed,0.350384166,Low
Male,Bachelor's,Divorced,,648,Self-employed,0.153043587,High
Non-binary,PhD,Married,56312,660,Employed,0.107074522,High
Non-binary,PhD,Widowed,,750,Employed,0.42434873,Low
Male,PhD,Married,39450,609,Self-employed,0.554791636,Low
Female,High School,Widowed,72164,738,Employed,0.188690676,High
Female,Bachelor's,Single,91435,621,Unemployed,0.114376012,Low
Female,High School,Married,23664,652,Self-employed,0.544700396,Low
Male,High School,Married,35935,743,Employed,0.596879509,Low
Male,High School,Married,72445,658,Employed,0.331755166,High
Male,PhD,Divorced,115515,696,Self-employed,0.559771355,High
Female,Bachelor's,Married,,751,Employed,0.119487243,Low
Non-binary,Bachelor's,Married,30119,673,Employed,0.391136197,Low
Non-binary,High School,Divorced,114859,611,Unemployed,0.348810976,High
Female,PhD,Divorced,105553,631,Employed,0.443177941,Low
Male,PhD,Married,43492,,Self-employed,0.469365688,High
Male,PhD,Divorced,,789,Unemployed,0.203850468,Low
Male,High School,Married,86535,715,Unemployed,0.128637133,Low
Male,PhD,Married,91880,761,Self-employed,0.417561421,Low
Female,Bachelor's,Widowed,29262,780,Employed,0.463414781,Low
Female,Master's,Single,28496,776,Employed,0.112312955,Low
Male,Bachelor's,Single,,772,Unemployed,0.152594298,Low
Male,High School,Married,,661,Unemployed,0.277932785,Low
Male,PhD,Widowed,69060,759,Unemployed,0.233388536,High
Male,Bachelor's,Divorced,106755,769,Employed,0.351889816,Low
Female,Master's,Divorced,104846,661,Self-employed,0.168312328,Low
Non-binary,PhD,Single,97193,643,Self-employed,0.382351501,High
Male,Master's,Single,,713,Self-employed,0.178471424,Low
Male,Bachelor's,Married,107097,,Unemployed,0.575776118,High
Non-binary,PhD,Widowed,115321,629,Unemployed,0.532945829,High
Male,High School,Divorced,40156,,Unemployed,0.237485978,Low
Female,PhD,Divorced,105172,740,Employed,0.592851321,Low
Female,Bachelor's,Single,109100,631,Self-employed,0.501829921,High
Male,PhD,Divorced,71116,,Unemployed,0.478993427,Low
Non-binary,High School,Single,70840,722,Self-employed,0.570986032,Low
Non-binary,Master's,Widowed,,649,Employed,0.354668932,High
Female,Master's,Single,93524,621,Self-employed,0.580546422,High
Female,Bachelor's,Widowed,70697,721,Unemployed,0.252202757,High
Male,High School,Divorced,,779,Employed,0.54940011,High
Male,Bachelor's,Single,,756,Self-employed,0.119034239,High
Male,High School,Married,70604,615,Employed,0.381272482,Low
Male,Bachelor's,Single,32651,617,Self-employed,0.487945661,High
Male,High School,Widowed,40615,731,Employed,0.512723836,Low
Male,High School,Divorced,97608,651,Unemployed,0.388397472,Low
Non-binary,Bachelor's,Widowed,,780,Employed,0.361527748,High
Male,Bachelor's,Married,,732,Unemployed,0.178756893,High
Non-binary,High School,Single,73079,625,Unemployed,0.519432039,Low
Non-binary,High School,Married,113621,684,Employed,0.20787645,High
Male,Bachelor's,Married,40547,730,Self-employed,0.444251125,Low
Non-binary,High School,Single,,694,Employed,0.563146431,Low
Male,PhD,Married,90683,,Unemployed,0.467425659,Low
Non-binary,Master's,Divorced,61603,661,Self-employed,0.330354158,High
Non-binary,High School,Widowed,24629,647,Employed,0.109681648,Low
Male,Bachelor's,Widowed,25605,751,Unemployed,0.33994669,High
Male,PhD,Widowed,24789,693,Employed,0.115423248,Low
Non-binary,PhD,Married,43116,707,Self-employed,0.334572251,Low
Non-binary,High School,Widowed,112529,737,Unemployed,0.371806888,Low
Male,High School,Married,,623,Self-employed,0.170021908,High
Female,Master's,Widowed,93404,769,Employed,0.253383558,Low
Non-binary,High School,Married,95724,782,Self-employed,0.419305418,High
Male,PhD,Married,76042,,Self-employed,0.281038363,High
Non-binary,PhD,Single,96970,789,Unemployed,0.219124802,Low
Male,High School,Widowed,,613,Self-employed,0.493941741,Low
Non-binary,Master's,Divorced,,739,Unemployed,0.132712693,Low
Non-binary,Bachelor's,Married,36756,608,Unemployed,0.154814037,High
Female,High School,Widowed,,689,Unemployed,0.112141581,High
Male,Master's,Single,,793,Self-employed,0.313044282,High
Female,High School,Married,118818,657,Self-employed,0.240221979,Low
Male,Master's,Single,94861,787,Self-employed,0.235677748,Low
Female,Master's,Married,119242,704,Self-employed,0.215705498,Low
Male,Master's,Widowed,79314,677,Unemployed,0.132600394,Low
Non-binary,PhD,Widowed,26185,704,Self-employed,0.230446412,High
Male,Bachelor's,Widowed,24210,681,Unemployed,0.594974542,High
Non-binary,High School,Single,78841,665,Unemployed,0.504003634,Low
Female,Bachelor's,Single,117270,639,Self-employed,0.16545735,High
Non-binary,Bachelor's,Married,78168,700,Self-employed,0.41177976,Low
Female,Master's,Divorced,41323,627,Unemployed,0.325915227,High
Male,PhD,Married,41164,,Employed,0.164668312,High
Non-binary,Master's,Widowed,89519,634,Self-employed,0.414345616,High
Male,Bachelor's,Married,86097,,Self-employed,0.103276497,High
Non-binary,Bachelor's,Divorced,88197,651,Employed,0.173459234,High
Non-binary,PhD,Single,,714,Unemployed,0.451601882,High
Female,Master's,Widowed,103481,747,Self-employed,0.345698329,Low
Male,Master's,Divorced,80914,781,Employed,0.595791596,High
Non-binary,Master's,Single,49461,666,Employed,0.211202697,High
Female,Bachelor's,Single,49080,644,Self-employed,0.413829823,High
Female,PhD,Widowed,67324,729,Unemployed,0.289102962,High
Male,Master's,Widowed,61745,,Unemployed,0.351465784,Low
Non-binary,PhD,Divorced,27585,,Unemployed,0.484704832,High
Non-binary,High School,Divorced,115278,689,Self-employed,0.583172054,Low
Female,PhD,Divorced,72513,714,Unemployed,0.265186192,High
Non-binary,Master's,Divorced,,,Employed,0.159633811,High
Non-binary,Bachelor's,Married,118162,684,Unemployed,0.319343902,High
Female,Master's,Single,76188,689,Self-employed,0.419300491,High
Female,PhD,Single,60670,,Self-employed,0.272945745,Low
Female,High School,Widowed,97982,600,Employed,0.463178417,Low
Female,PhD,Divorced,20737,631,Unemployed,0.509582975,Low
Non-binary,Bachelor's,Single,86612,627,Employed,0.364857292,Low
Female,Master's,Married,59882,603,Self-employed,0.387330544,High
Non-binary,PhD,Widowed,,,Employed,0.44588631,Low
Non-binary,PhD,Divorced,77655,,Self-employed,0.128999326,High
Male,PhD,Widowed,,764,Unemployed,0.588742592,Low
Non-binary,High School,Divorced,,609,Employed,0.507626853,High
Male,PhD,Divorced,75723,785,Employed,0.585026928,Low
Non-binary,Master's,Single,,750,Self-employed,0.50124402,High
Non-binary,High School,Married,100298,727,Employed,0.287979994,Low
Female,Master's,Married,45187,626,Self-employed,0.348504216,High
Non-binary,Bachelor's,Married,62980,748,Employed,0.467913148,High
Male,Master's,Married,,693,Self-employed,0.438481824,Low
Female,Bachelor's,Married,71962,757,Unemployed,0.175018185,Low
Female,PhD,Divorced,65852,,Self-employed,0.559698874,Low
Non-binary,Master's,Widowed,92847,780,Employed,0.191002831,Low
Non-binary,Bachelor's,Single,39178,738,Employed,0.378047109,Low
Female,High School,Widowed,49202,654,Self-employed,0.218949074,Low
Non-binary,PhD,Divorced,74470,,Employed,0.162038958,High
Female,Master's,Single,78144,740,Unemployed,0.556800003,Low
Male,PhD,Widowed,52046,630,Employed,0.546652065,Low
Non-binary,Bachelor's,Single,68526,774,Self-employed,0.228674368,High
Female,PhD,Divorced,73730,771,Self-employed,0.464274544,High
Male,High School,Widowed,75701,708,Employed,0.341944355,Low
Female,PhD,Divorced,119489,641,Self-employed,0.543266273,Low
Non-binary,Master's,Single,89050,790,Employed,0.575068537,High
Male,High School,Divorced,101550,676,Unemployed,0.454924415,High
Male,High School,Widowed,,,Unemployed,0.352669465,High
Male,PhD,Widowed,117294,630,Self-employed,0.564040001,Low
